1.65356e+09,6.68235e+08,2.95958,1.12514,-12.5839,-0.178786,0.162148,0.0134644
1.65356e+09,6.702e+08,2.73461,1.3266,-12.7144,-0.175846,0.164106,0.010335
1.65356e+09,6.7225e+08,2.7787,1.1117,-12.6922,-0.18224,0.164044,0.0126136
1.65356e+09,6.74215e+08,3.28865,1.187,-12.677,-0.176239,0.150654,0.00927679
1.65356e+09,6.76223e+08,4.53232,1.55831,-12.9164,-0.190553,0.170368,0.0180601
1.65356e+09,6.78211e+08,4.20192,1.94512,-11.7786,-0.199351,0.229813,0.0147296
1.65356e+09,6.82209e+08,3.28903,1.51544,-10.729,-0.173802,0.187496,0.0207462
1.65356e+09,6.84213e+08,4.61464,1.85689,-11.9615,-0.152903,0.168227,0.0371183
1.65356e+09,6.86246e+08,3.77865,0.324248,-11.0332,-0.162432,0.177329,0.0115434
1.65356e+09,6.88306e+08,1.8302,0.237915,-9.38489,-0.158405,0.181407,0.013602
1.65356e+09,6.90211e+08,2.46673,1.38729,-9.18188,-0.131757,0.162891,0.0373945
1.65356e+09,6.97919e+08,3.08403,1.29038,-9.92189,-0.137079,0.152263,0.0322195
1.65356e+09,6.98427e+08,2.74246,-0.294925,-9.8809,-0.141164,0.151814,0.023623
1.65356e+09,6.99006e+08,1.65854,0.981198,-8.5007,-0.11993,0.13687,0.038413
1.65356e+09,7.00168e+08,2.33766,0.988666,-8.73992,-0.118142,0.126869,0.0429281
1.65356e+09,7.02203e+08,1.68638,-0.0527401,-8.84098,-0.125592,0.132027,0.0300632
1.65356e+09,7.04204e+08,1.82023,0.0199714,-8.5482,-0.11572,0.114598,0.0340797
1.65356e+09,7.06317e+08,2.11688,1.16546,-8.23763,-0.106989,0.11248,0.0511366
1.65356e+09,7.08248e+08,2.20058,1.44287,-8.28705,-0.116563,0.111291,0.0403246
1.65356e+09,7.14921e+08,2.10378,0.46512,-8.45462,-0.136342,0.118003,0.0316364
1.65356e+09,7.1576e+08,2.11266,1.73888,-7.99829,-0.136711,0.137779,0.0403701
1.65356e+09,7.16293e+08,2.39962,1.66194,-7.84029,-0.147846,0.14136,0.0329914
1.65356e+09,7.20522e+08,2.08887,1.38823,-8.12568,-0.149585,0.149508,0.0307877
1.65356e+09,7.20878e+08,2.96536,1.04716,-8.05996,-0.155981,0.13419,0.0314149
1.65356e+09,7.22216e+08,2.83928,1.35691,-7.75828,-0.149157,0.143351,0.0373539
1.65356e+09,7.24257e+08,2.402,1.50294,-7.54804,-0.140053,0.148178,0.0329444
1.65356e+09,7.26228e+08,2.72657,0.636889,-7.60975,-0.146086,0.137301,0.0338592
1.65356e+09,7.28239e+08,2.62743,0.815353,-7.54877,-0.130594,0.142283,0.0331502
1.65356e+09,7.30252e+08,2.73151,1.23883,-7.49473,-0.115615,0.13503,0.0280967
1.65356e+09,7.32229e+08,2.15331,0.973393,-7.26987,-0.111915,0.13815,0.0315361
1.65356e+09,7.34222e+08,2.13563,0.531176,-7.19179,-0.118021,0.137206,0.0425132
1.65356e+09,7.36254e+08,2.054,0.806024,-7.11459,-0.107341,0.134384,0.0428973
1.65356e+09,7.3826e+08,2.72317,0.663373,-7.06631,-0.113177,0.115388,0.0413231
