-2.34167,-2.01341,0.270032,-0.622624,1.18263,0.530756
-2.34164,-2.01346,0.270008,-0.622587,1.18265,0.530745
-2.34164,-2.01344,0.27002,-0.622587,1.18263,0.530745
-2.34164,-2.01344,0.269984,-0.622587,1.1826,0.530745
-2.34167,-2.01347,0.270044,-0.622611,1.18265,0.530768
-2.34164,-2.01342,0.269984,-0.622611,1.18266,0.530756
-2.34163,-2.01344,0.269996,-0.622611,1.18265,0.530768
-2.34166,-2.01341,0.269984,-0.622599,1.18265,0.530733
-2.34166,-2.01344,0.270008,-0.622635,1.18265,0.530756
-2.34164,-2.01341,0.270044,-0.622611,1.18263,0.530756
-2.34164,-2.01344,0.270008,-0.622624,1.18262,0.530756
-2.34166,-2.01344,0.27002,-0.622599,1.18262,0.530745
-2.34163,-2.01342,0.27002,-0.622611,1.18266,0.530756
-2.34166,-2.01342,0.269972,-0.622611,1.18263,0.530733
-2.34167,-2.01344,0.269984,-0.622624,1.18265,0.530733
-2.34164,-2.01344,0.27002,-0.622611,1.18266,0.530733
-2.34166,-2.01344,0.27002,-0.622599,1.18265,0.530733
-2.34167,-2.01345,0.269996,-0.622611,1.18261,0.530768
-2.34166,-2.01342,0.269984,-0.622635,1.18266,0.530768
-2.34164,-2.0134,0.270008,-0.622624,1.18265,0.530768
-2.34166,-2.01345,0.270032,-0.622611,1.18265,0.530756
-2.34167,-2.01345,0.269996,-0.622599,1.18262,0.530733
-2.34164,-2.01344,0.270032,-0.622635,1.18267,0.530768
-2.34164,-2.01344,0.270032,-0.622624,1.18265,0.530768
-2.34164,-2.01344,0.270008,-0.622624,1.18263,0.530733
-2.34164,-2.01344,0.27002,-0.622624,1.18263,0.530768
-2.34166,-2.01342,0.269996,-0.622635,1.18263,0.530745
-2.34166,-2.0134,0.269996,-0.622611,1.18263,0.530756
-2.34166,-2.01344,0.270008,-0.622587,1.18262,0.53078
-2.34168,-2.01341,0.270008,-0.622611,1.18265,0.530756
-2.34164,-2.01345,0.270044,-0.622635,1.18263,0.530721
-2.34167,-2.01345,0.27002,-0.622599,1.18262,0.530756
-2.34167,-2.01342,0.269996,-0.622587,1.18265,0.530768
-2.34167,-2.01342,0.269996,-0.622624,1.18263,0.530792
-2.34167,-2.01342,0.270032,-0.622635,1.18262,0.530756
-2.34169,-2.01341,0.269984,-0.622624,1.18265,0.530792
-2.34166,-2.01342,0.270008,-0.622587,1.18267,0.530745
-2.34166,-2.01341,0.269984,-0.622611,1.18262,0.53078
-2.34167,-2.01345,0.269996,-0.622611,1.18263,0.530756
-2.34166,-2.01345,0.270008,-0.622624,1.18265,0.53078
-2.34162,-2.01336,0.270032,-0.622611,1.18267,0.530768
-2.34166,-2.01344,0.269984,-0.622599,1.18263,0.53078
-2.34164,-2.01341,0.270008,-0.622611,1.18263,0.530768
-2.34167,-2.01346,0.269984,-0.622599,1.18262,0.530756
-2.34168,-2.01341,0.270008,-0.622599,1.18267,0.530733
-2.34166,-2.01341,0.269972,-0.622587,1.18266,0.530768
-2.34166,-2.01342,0.269984,-0.622635,1.18266,0.53078
-2.34166,-2.01342,0.270008,-0.622599,1.18265,0.530756
-2.34168,-2.01342,0.269972,-0.622647,1.18267,0.530756
-2.34163,-2.01341,0.269984,-0.622635,1.18266,0.530745
-2.34166,-2.01341,0.269996,-0.622659,1.18262,0.530745
-2.34164,-2.01342,0.27002,-0.622611,1.18263,0.530768
-2.34166,-2.01342,0.269984,-0.622599,1.18266,0.530745
-2.34167,-2.01341,0.270032,-0.622635,1.18265,0.530745
-2.34167,-2.01342,0.269996,-0.622624,1.18265,0.530745
-2.34168,-2.01341,0.269972,-0.622599,1.18267,0.530768
-2.34166,-2.01344,0.269972,-0.622611,1.18263,0.530756
-2.34168,-2.01342,0.27002,-0.622599,1.18268,0.530745
-2.3417,-2.01342,0.270008,-0.622624,1.18263,0.530733
-2.34168,-2.01341,0.269996,-0.622611,1.18265,0.530733
-2.34167,-2.01345,0.269984,-0.622624,1.18266,0.530768
-2.34166,-2.0134,0.269996,-0.622647,1.18267,0.530768
-2.34168,-2.01345,0.270008,-0.622599,1.18266,0.530733
-2.34167,-2.01344,0.269996,-0.622611,1.18263,0.530756
-2.34169,-2.01344,0.269972,-0.622624,1.18262,0.530733
-2.34167,-2.01342,0.27002,-0.622624,1.18265,0.530768
-2.34168,-2.01341,0.269984,-0.622624,1.18265,0.530745
-2.34168,-2.01344,0.270032,-0.622611,1.1826,0.530792
-2.34169,-2.01344,0.27002,-0.622611,1.18267,0.53078
-2.34167,-2.0134,0.27002,-0.622611,1.18265,0.530756
-2.34164,-2.01345,0.27002,-0.622611,1.18262,0.530745
-2.3417,-2.01344,0.270032,-0.622599,1.18266,0.530768
-2.34168,-2.01345,0.269996,-0.622635,1.18266,0.530768
-2.34167,-2.01345,0.270032,-0.622599,1.18266,0.530768
-2.34167,-2.01341,0.269984,-0.622647,1.18263,0.530756
-2.34167,-2.01342,0.27002,-0.622635,1.18266,0.530745
-2.34168,-2.01346,0.270032,-0.622599,1.18268,0.530756
-2.34172,-2.01342,0.269984,-0.622624,1.18265,0.530768
-2.34167,-2.01345,0.27002,-0.622635,1.18265,0.530768
-2.34167,-2.01345,0.270008,-0.622611,1.18262,0.530745
-2.34169,-2.01344,0.269984,-0.622635,1.18263,0.530733
-2.34167,-2.01341,0.269984,-0.622624,1.18266,0.530756
-2.34169,-2.01341,0.270008,-0.622611,1.18265,0.530768
-2.34168,-2.01341,0.269996,-0.622611,1.18265,0.530756
-2.34166,-2.01344,0.270008,-0.622611,1.18265,0.530756
-2.34167,-2.01342,0.270008,-0.622624,1.18266,0.530804
-2.34168,-2.01344,0.27002,-0.622611,1.18265,0.530756
-2.34163,-2.01342,0.269984,-0.622624,1.18263,0.530768
