-2.34167 -2.01341 0.270032 -0.622624 1.18263 0.530756 0
-2.34164 -2.01346 0.270008 -0.622587 1.18265 0.530745 0.002
-2.34164 -2.01344 0.27002 -0.622587 1.18263 0.530745 0.004
-2.34164 -2.01344 0.269984 -0.622587 1.1826 0.530745 0.006
-2.34167 -2.01347 0.270044 -0.622611 1.18265 0.530768 0.008
-2.34164 -2.01342 0.269984 -0.622611 1.18266 0.530756 0.01
-2.34163 -2.01344 0.269996 -0.622611 1.18265 0.530768 0.012
-2.34166 -2.01341 0.269984 -0.622599 1.18265 0.530733 0.014
-2.34166 -2.01344 0.270008 -0.622635 1.18265 0.530756 0.016
-2.34164 -2.01341 0.270044 -0.622611 1.18263 0.530756 0.018
-2.34164 -2.01344 0.270008 -0.622624 1.18262 0.530756 0.02
-2.34166 -2.01344 0.27002 -0.622599 1.18262 0.530745 0.022
-2.34163 -2.01342 0.27002 -0.622611 1.18266 0.530756 0.024
-2.34166 -2.01342 0.269972 -0.622611 1.18263 0.530733 0.026
-2.34167 -2.01344 0.269984 -0.622624 1.18265 0.530733 0.028
-2.34164 -2.01344 0.27002 -0.622611 1.18266 0.530733 0.03
-2.34166 -2.01344 0.27002 -0.622599 1.18265 0.530733 0.032
-2.34167 -2.01345 0.269996 -0.622611 1.18261 0.530768 0.034
-2.34166 -2.01342 0.269984 -0.622635 1.18266 0.530768 0.036
-2.34164 -2.0134 0.270008 -0.622624 1.18265 0.530768 0.038
-2.34166 -2.01345 0.270032 -0.622611 1.18265 0.530756 0.04
-2.34167 -2.01345 0.269996 -0.622599 1.18262 0.530733 0.042
-2.34164 -2.01344 0.270032 -0.622635 1.18267 0.530768 0.044
-2.34164 -2.01344 0.270032 -0.622624 1.18265 0.530768 0.046
-2.34164 -2.01344 0.270008 -0.622624 1.18263 0.530733 0.048
-2.34164 -2.01344 0.27002 -0.622624 1.18263 0.530768 0.05
-2.34166 -2.01342 0.269996 -0.622635 1.18263 0.530745 0.052
-2.34166 -2.0134 0.269996 -0.622611 1.18263 0.530756 0.054
-2.34166 -2.01344 0.270008 -0.622587 1.18262 0.53078 0.056
-2.34168 -2.01341 0.270008 -0.622611 1.18265 0.530756 0.058
-2.34164 -2.01345 0.270044 -0.622635 1.18263 0.530721 0.06
-2.34167 -2.01345 0.27002 -0.622599 1.18262 0.530756 0.062
-2.34167 -2.01342 0.269996 -0.622587 1.18265 0.530768 0.064
-2.34167 -2.01342 0.269996 -0.622624 1.18263 0.530792 0.066
-2.34167 -2.01342 0.270032 -0.622635 1.18262 0.530756 0.068
-2.34169 -2.01341 0.269984 -0.622624 1.18265 0.530792 0.07
-2.34166 -2.01342 0.270008 -0.622587 1.18267 0.530745 0.072
-2.34166 -2.01341 0.269984 -0.622611 1.18262 0.53078 0.074
-2.34167 -2.01345 0.269996 -0.622611 1.18263 0.530756 0.076
-2.34166 -2.01345 0.270008 -0.622624 1.18265 0.53078 0.078
-2.34162 -2.01336 0.270032 -0.622611 1.18267 0.530768 0.08
-2.34166 -2.01344 0.269984 -0.622599 1.18263 0.53078 0.082
-2.34164 -2.01341 0.270008 -0.622611 1.18263 0.530768 0.084
-2.34167 -2.01346 0.269984 -0.622599 1.18262 0.530756 0.086
-2.34168 -2.01341 0.270008 -0.622599 1.18267 0.530733 0.088
-2.34166 -2.01341 0.269972 -0.622587 1.18266 0.530768 0.09
-2.34166 -2.01342 0.269984 -0.622635 1.18266 0.53078 0.092
-2.34166 -2.01342 0.270008 -0.622599 1.18265 0.530756 0.094
-2.34168 -2.01342 0.269972 -0.622647 1.18267 0.530756 0.096
-2.34163 -2.01341 0.269984 -0.622635 1.18266 0.530745 0.098
-2.34166 -2.01341 0.269996 -0.622659 1.18262 0.530745 0.1
-2.34164 -2.01342 0.27002 -0.622611 1.18263 0.530768 0.102
-2.34166 -2.01342 0.269984 -0.622599 1.18266 0.530745 0.104
-2.34167 -2.01341 0.270032 -0.622635 1.18265 0.530745 0.106
-2.34167 -2.01342 0.269996 -0.622624 1.18265 0.530745 0.108
-2.34168 -2.01341 0.269972 -0.622599 1.18267 0.530768 0.11
-2.34166 -2.01344 0.269972 -0.622611 1.18263 0.530756 0.112
-2.34168 -2.01342 0.27002 -0.622599 1.18268 0.530745 0.114
-2.3417 -2.01342 0.270008 -0.622624 1.18263 0.530733 0.116
-2.34168 -2.01341 0.269996 -0.622611 1.18265 0.530733 0.118
-2.34167 -2.01345 0.269984 -0.622624 1.18266 0.530768 0.12
-2.34166 -2.0134 0.269996 -0.622647 1.18267 0.530768 0.122
-2.34168 -2.01345 0.270008 -0.622599 1.18266 0.530733 0.124
-2.34167 -2.01344 0.269996 -0.622611 1.18263 0.530756 0.126
-2.34169 -2.01344 0.269972 -0.622624 1.18262 0.530733 0.128
-2.34167 -2.01342 0.27002 -0.622624 1.18265 0.530768 0.13
-2.34168 -2.01341 0.269984 -0.622624 1.18265 0.530745 0.132
-2.34168 -2.01344 0.270032 -0.622611 1.1826 0.530792 0.134
-2.34169 -2.01344 0.27002 -0.622611 1.18267 0.53078 0.136
-2.34167 -2.0134 0.27002 -0.622611 1.18265 0.530756 0.138
-2.34164 -2.01345 0.27002 -0.622611 1.18262 0.530745 0.14
-2.3417 -2.01344 0.270032 -0.622599 1.18266 0.530768 0.142
-2.34168 -2.01345 0.269996 -0.622635 1.18266 0.530768 0.144
-2.34167 -2.01345 0.270032 -0.622599 1.18266 0.530768 0.146
-2.34167 -2.01341 0.269984 -0.622647 1.18263 0.530756 0.148
-2.34167 -2.01342 0.27002 -0.622635 1.18266 0.530745 0.15
-2.34168 -2.01346 0.270032 -0.622599 1.18268 0.530756 0.152
-2.34172 -2.01342 0.269984 -0.622624 1.18265 0.530768 0.154
-2.34167 -2.01345 0.27002 -0.622635 1.18265 0.530768 0.156
-2.34167 -2.01345 0.270008 -0.622611 1.18262 0.530745 0.158
-2.34169 -2.01344 0.269984 -0.622635 1.18263 0.530733 0.16
-2.34167 -2.01341 0.269984 -0.622624 1.18266 0.530756 0.162
-2.34169 -2.01341 0.270008 -0.622611 1.18265 0.530768 0.164
-2.34168 -2.01341 0.269996 -0.622611 1.18265 0.530756 0.166
-2.34166 -2.01344 0.270008 -0.622611 1.18265 0.530756 0.168
-2.34167 -2.01342 0.270008 -0.622624 1.18266 0.530804 0.17
-2.34168 -2.01344 0.27002 -0.622611 1.18265 0.530756 0.172
-2.34163 -2.01342 0.269984 -0.622624 1.18263 0.530768 0.174
-2.34167 -2.01341 0.27002 -0.622599 1.18265 0.530745 0.176
-2.34163 -2.01341 0.269984 -0.622611 1.18266 0.530745 0.178
-2.34169 -2.01342 0.269996 -0.622624 1.18267 0.530756 0.18
-2.34169 -2.01347 0.270008 -0.622635 1.18263 0.53078 0.182
-2.34167 -2.01345 0.270008 -0.622611 1.18262 0.530792 0.184
-2.34166 -2.01341 0.269984 -0.622659 1.18265 0.53078 0.186
-2.34169 -2.01341 0.269984 -0.622647 1.18265 0.530768 0.188
-2.34167 -2.01341 0.269984 -0.622624 1.18265 0.530756 0.19
-2.34169 -2.0134 0.269996 -0.622599 1.18265 0.530792 0.192
-2.34167 -2.01344 0.269996 -0.622624 1.18263 0.530733 0.194
-2.34168 -2.01342 0.269972 -0.622624 1.18263 0.53078 0.196
-2.34168 -2.01342 0.269996 -0.622599 1.18266 0.530745 0.198
-2.34168 -2.01345 0.269984 -0.622611 1.18265 0.530792 0.2
-2.34166 -2.01342 0.269996 -0.622635 1.18263 0.530756 0.202
-2.34169 -2.01345 0.269984 -0.622624 1.18265 0.530756 0.204
-2.34169 -2.01344 0.27002 -0.622611 1.18266 0.53078 0.206
-2.34164 -2.01342 0.269984 -0.622624 1.18265 0.530733 0.208
-2.34168 -2.01345 0.269996 -0.622624 1.18266 0.530768 0.21
-2.34169 -2.01342 0.27002 -0.622611 1.18265 0.530768 0.212
-2.3417 -2.01345 0.270008 -0.622624 1.18265 0.530733 0.214
-2.34169 -2.01344 0.269984 -0.622647 1.18262 0.530768 0.216
-2.34169 -2.01342 0.269972 -0.622647 1.18266 0.530745 0.218
-2.34167 -2.01342 0.269996 -0.622611 1.18265 0.530768 0.22
-2.34168 -2.01342 0.270008 -0.622611 1.18263 0.530768 0.222
-2.34169 -2.01341 0.27002 -0.622624 1.18262 0.530768 0.224
-2.34168 -2.01341 0.269972 -0.622599 1.18265 0.530768 0.226
-2.34168 -2.01346 0.269984 -0.622599 1.18266 0.530768 0.228
-2.34169 -2.01345 0.269996 -0.622624 1.18263 0.530745 0.23
-2.34166 -2.01345 0.269984 -0.622611 1.18263 0.530745 0.232
-2.34167 -2.01344 0.269996 -0.622624 1.18262 0.530768 0.234
-2.34168 -2.01339 0.269996 -0.622599 1.18263 0.530792 0.236
-2.34167 -2.01346 0.269996 -0.622611 1.18265 0.53078 0.238
-2.34169 -2.01342 0.270008 -0.622611 1.18267 0.530733 0.24
-2.34168 -2.01346 0.26996 -0.622624 1.18265 0.530768 0.242
-2.34168 -2.01344 0.269996 -0.622624 1.18262 0.530756 0.244
-2.34168 -2.01345 0.269996 -0.622611 1.18266 0.53078 0.246
-2.34168 -2.01342 0.269996 -0.622624 1.18265 0.530768 0.248
-2.34173 -2.01341 0.269948 -0.622624 1.18261 0.530768 0.25
-2.34169 -2.01345 0.26996 -0.622611 1.18265 0.530745 0.252
-2.34169 -2.01342 0.270008 -0.622611 1.18261 0.530756 0.254
-2.34172 -2.01344 0.269984 -0.622599 1.18263 0.530745 0.256
-2.34169 -2.01344 0.269996 -0.622611 1.18265 0.53078 0.258
-2.34168 -2.01346 0.269984 -0.622635 1.18267 0.530745 0.26
-2.34168 -2.01341 0.269996 -0.622587 1.18267 0.530745 0.262
-2.3417 -2.01345 0.269984 -0.622599 1.18265 0.53078 0.264
-2.34169 -2.01342 0.269972 -0.622575 1.18265 0.530768 0.266
-2.34169 -2.01342 0.269996 -0.622611 1.18265 0.530792 0.268
-2.3417 -2.01341 0.270008 -0.622647 1.18265 0.53078 0.27
-2.34169 -2.01342 0.27002 -0.622635 1.18266 0.530756 0.272
-2.34168 -2.01342 0.26996 -0.622611 1.18265 0.530768 0.274
-2.34167 -2.0134 0.269972 -0.622635 1.18262 0.530792 0.276
-2.34172 -2.01345 0.269972 -0.622659 1.18267 0.530745 0.278
-2.34167 -2.01344 0.269984 -0.622624 1.18265 0.530768 0.28
-2.3417 -2.01341 0.270008 -0.622635 1.18265 0.530756 0.282
-2.34172 -2.01342 0.269996 -0.622624 1.18265 0.530792 0.284
