100,200,0.539285,-0.180757,0.0655965,-0.00649553,-0.473596,0.880528,-0.0183124
100,200,0.539281,-0.180737,0.065596,-0.0064905,-0.473611,0.88052,-0.018314
100,200,0.539278,-0.180718,0.0655955,-0.0064855,-0.473627,0.880511,-0.0183157
100,200,0.539274,-0.180699,0.065595,-0.00648053,-0.473642,0.880503,-0.0183173
100,200,0.53927,-0.18068,0.0655946,-0.00647558,-0.473657,0.880495,-0.0183189
100,200,0.539267,-0.180661,0.0655941,-0.00647066,-0.473672,0.880487,-0.0183205
100,200,0.539263,-0.180642,0.0655936,-0.00646577,-0.473687,0.880479,-0.0183221
100,200,0.53926,-0.180623,0.0655931,-0.0064609,-0.473702,0.880471,-0.0183237
100,200,0.539257,-0.180605,0.0655927,-0.00645606,-0.473716,0.880463,-0.0183253
100,200,0.539253,-0.180586,0.0655922,-0.00645124,-0.473731,0.880455,-0.0183269
100,200,0.53925,-0.180568,0.0655918,-0.00644645,-0.473746,0.880447,-0.0183284
100,200,0.539247,-0.18055,0.0655913,-0.00644169,-0.47376,0.88044,-0.01833
100,200,0.539243,-0.180532,0.0655908,-0.00643695,-0.473774,0.880432,-0.0183315
100,200,0.53924,-0.180514,0.0655904,-0.00643223,-0.473789,0.880424,-0.018333
100,200,0.539237,-0.180496,0.0655899,-0.00642754,-0.473803,0.880417,-0.0183346
100,200,0.539234,-0.180479,0.0655895,-0.00642288,-0.473817,0.880409,-0.0183361
100,200,0.539231,-0.180461,0.0655891,-0.00641824,-0.473831,0.880402,-0.0183376
100,200,0.539228,-0.180444,0.0655886,-0.00641362,-0.473845,0.880394,-0.0183391
100,200,0.539225,-0.180426,0.0655882,-0.00640903,-0.473858,0.880387,-0.0183406
100,200,0.539222,-0.180409,0.0655878,-0.00640447,-0.473872,0.880379,-0.0183421
100,200,0.539219,-0.180392,0.0655873,-0.00639992,-0.473886,0.880372,-0.0183435
100,200,0.539216,-0.180375,0.0655869,-0.00639541,-0.473899,0.880365,-0.018345
100,200,0.539213,-0.180358,0.0655865,-0.00639091,-0.473912,0.880358,-0.0183464
