100,200,0.992573,-0.0870278,0.0699302,-0.0067491,-0.517898,0.855185,-0.01988
100,200,0.992571,-0.0870158,0.0699293,-0.00674912,-0.517904,0.855181,-0.0198839
100,200,0.992569,-0.0870039,0.0699283,-0.0067491,-0.517909,0.855178,-0.0198879
100,200,0.992566,-0.0869922,0.0699274,-0.00674906,-0.517915,0.855174,-0.0198918
100,200,0.992564,-0.0869805,0.0699265,-0.006749,-0.517921,0.855171,-0.0198956
100,200,0.992562,-0.0869688,0.0699256,-0.0067489,-0.517926,0.855167,-0.0198995
100,200,0.992559,-0.0869573,0.0699247,-0.00674879,-0.517932,0.855164,-0.0199033
100,200,0.992557,-0.0869458,0.0699238,-0.00674865,-0.517937,0.85516,-0.0199071
100,200,0.992555,-0.0869345,0.0699229,-0.00674848,-0.517943,0.855157,-0.0199109
100,200,0.992553,-0.0869232,0.069922,-0.00674829,-0.517948,0.855153,-0.0199146
100,200,0.99255,-0.0869119,0.0699211,-0.00674807,-0.517954,0.85515,-0.0199183
100,200,0.992548,-0.0869008,0.0699202,-0.00674783,-0.517959,0.855147,-0.019922
100,200,0.992546,-0.0868897,0.0699194,-0.00674757,-0.517964,0.855143,-0.0199257
100,200,0.992543,-0.0868787,0.0699185,-0.00674728,-0.51797,0.85514,-0.0199293
100,200,0.992541,-0.0868678,0.0699177,-0.00674697,-0.517975,0.855137,-0.0199329
100,200,0.992539,-0.086857,0.0699168,-0.00674663,-0.51798,0.855134,-0.0199365
100,200,0.992536,-0.0868462,0.069916,-0.00674628,-0.517985,0.85513,-0.0199401
100,200,0.992534,-0.0868356,0.0699152,-0.00674589,-0.517991,0.855127,-0.0199436
100,200,0.992532,-0.086825,0.0699143,-0.00674549,-0.517996,0.855124,-0.0199471
100,200,0.992529,-0.0868144,0.0699135,-0.00674506,-0.518001,0.855121,-0.0199506
100,200,0.992527,-0.086804,0.0699127,-0.00674461,-0.518006,0.855118,-0.0199541
100,200,0.992524,-0.0867936,0.0699119,-0.00674413,-0.518011,0.855115,-0.0199575
100,200,0.992522,-0.0867833,0.0699111,-0.00674364,-0.518016,0.855111,-0.0199609
100,200,0.99252,-0.0867731,0.0699103,-0.00674312,-0.518021,0.855108,-0.0199643
100,200,0.992517,-0.0867629,0.0699095,-0.00674257,-0.518026,0.855105,-0.0199677
100,200,0.992515,-0.0867528,0.0699087,-0.00674201,-0.518031,0.855102,-0.019971
100,200,0.992513,-0.0867428,0.069908,-0.00674143,-0.518035,0.855099,-0.0199743
100,200,0.99251,-0.0867329,0.0699072,-0.00674082,-0.51804,0.855096,-0.0199776
100,200,0.992508,-0.086723,0.0699064,-0.00674019,-0.518045,0.855093,-0.0199809
100,200,0.992505,-0.0867132,0.0699057,-0.00673954,-0.51805,0.85509,-0.0199841
100,200,0.992503,-0.0867035,0.0699049,-0.00673887,-0.518054,0.855088,-0.0199874
100,200,0.992501,-0.0866939,0.0699042,-0.00673817,-0.518059,0.855085,-0.0199906
100,200,0.992498,-0.0866843,0.0699035,-0.00673746,-0.518064,0.855082,-0.0199937
100,200,0.992496,-0.0866748,0.0699027,-0.00673672,-0.518068,0.855079,-0.0199969
100,200,0.992493,-0.0866653,0.069902,-0.00673597,-0.518073,0.855076,-0.02
100,200,0.992491,-0.086656,0.0699013,-0.00673519,-0.518078,0.855073,-0.0200031
100,200,0.992489,-0.0866467,0.0699006,-0.0067344,-0.518082,0.85507,-0.0200062
100,200,0.992486,-0.0866374,0.0698999,-0.00673358,-0.518087,0.855068,-0.0200093
100,200,0.992484,-0.0866283,0.0698992,-0.00673274,-0.518091,0.855065,-0.0200123
100,200,0.992481,-0.0866192,0.0698985,-0.00673188,-0.518095,0.855062,-0.0200153
100,200,0.992479,-0.0866101,0.0698978,-0.00673101,-0.5181,0.855059,-0.0200183
100,200,0.992477,-0.0866012,0.0698971,-0.00673011,-0.518104,0.855057,-0.0200213
100,200,0.992474,-0.0865923,0.0698964,-0.00672919,-0.518108,0.855054,-0.0200242
100,200,0.992472,-0.0865834,0.0698957,-0.00672826,-0.518113,0.855051,-0.0200272
