1.64854e+09,4.16215e+08,17.7451,3.09563,-90.8108,0.111961,-1.11348,0.493707
1.64854e+09,4.18113e+08,17.6082,2.98135,-90.5292,0.119778,-1.11269,0.484828
1.64854e+09,4.20158e+08,17.6037,2.93246,-90.348,0.129461,-1.10866,0.488491
1.64854e+09,4.22316e+08,17.3941,2.8246,-90.2158,0.132143,-1.09825,0.475746
1.64854e+09,4.24148e+08,17.3535,2.94221,-90.1684,0.140079,-1.09114,0.479607
1.64854e+09,4.26174e+08,17.9469,2.53606,-90.1902,0.130456,-1.10556,0.472823
1.64854e+09,4.28242e+08,17.8164,2.58801,-90.2639,0.131085,-1.09968,0.470924
1.64854e+09,4.30154e+08,17.6569,2.51098,-90.4879,0.124031,-1.09663,0.469673
1.64854e+09,4.32165e+08,18.0714,2.76496,-90.8321,0.123298,-1.10501,0.468995
1.64854e+09,4.34246e+08,18.0359,2.39159,-91.0425,0.105285,-1.10438,0.470923
1.64854e+09,4.3615e+08,17.8121,2.78809,-91.1414,0.105233,-1.09829,0.474301
1.64854e+09,4.38179e+08,18.2816,2.66365,-91.2908,0.0941693,-1.10859,0.472479
1.64854e+09,4.40266e+08,17.9972,2.83109,-91.5708,0.0913807,-1.10384,0.477665
1.64854e+09,4.42164e+08,18.3033,2.82959,-91.7282,0.0771493,-1.11208,0.485902
1.64854e+09,4.44171e+08,17.8309,3.1897,-91.7956,0.0824528,-1.10154,0.485286
1.64854e+09,4.46166e+08,17.9996,3.35578,-91.952,0.08072,-1.10669,0.487974
1.64854e+09,4.48161e+08,18.1952,3.30936,-92.1133,0.0719609,-1.11069,0.488757
1.64854e+09,4.50255e+08,18.2692,3.52548,-91.9826,0.0758654,-1.11129,0.495763
1.64854e+09,4.52116e+08,18.4213,3.55285,-92.2307,0.0745253,-1.11296,0.491245
1.64854e+09,4.54317e+08,17.971,3.86358,-92.1881,0.0797018,-1.1066,0.499957
1.64854e+09,4.5624e+08,18.0134,3.38177,-92.0003,0.0644694,-1.1075,0.497227
1.64854e+09,4.58164e+08,18.1019,3.53675,-92.158,0.0622968,-1.10891,0.504903
1.64854e+09,4.60195e+08,18.069,3.72217,-92.3458,0.0636111,-1.1054,0.504886
1.64854e+09,4.62157e+08,18.0962,3.83145,-92.6228,0.0595363,-1.10872,0.509815
1.64854e+09,4.6421e+08,18.2971,3.95111,-92.5113,0.0623768,-1.11138,0.514111
1.64854e+09,4.66186e+08,18.1553,3.9559,-92.4798,0.0582228,-1.11134,0.516126
1.64854e+09,4.68184e+08,18.3334,3.56283,-92.591,0.0450689,-1.11854,0.525076
1.64854e+09,4.70221e+08,18.3276,3.86515,-92.529,0.0461325,-1.12223,0.52711
1.64854e+09,4.72097e+08,18.3923,4.0166,-92.5435,0.0491169,-1.12511,0.522065
1.64854e+09,4.74216e+08,18.3304,4.40508,-92.609,0.0550666,-1.12579,0.524614
1.64854e+09,4.76171e+08,18.3351,4.2745,-92.5918,0.048437,-1.12621,0.528629
1.64854e+09,4.78221e+08,17.8863,4.60483,-92.47,0.0529389,-1.12142,0.537897
1.64854e+09,4.80164e+08,18.038,4.44393,-92.384,0.0517158,-1.13037,0.533522
1.64854e+09,4.82221e+08,17.6324,4.51483,-92.3932,0.0535073,-1.12017,0.538653
1.64854e+09,4.84262e+08,18.1782,4.44006,-92.3034,0.0501379,-1.13311,0.537615
1.64854e+09,4.86209e+08,17.8925,4.4922,-92.4063,0.0501768,-1.13076,0.542217
1.64854e+09,4.88197e+08,17.8863,4.37442,-92.3844,0.0409111,-1.1302,0.540346
1.64854e+09,4.90233e+08,18.2096,4.88619,-92.6449,0.0477295,-1.13607,0.545744
1.64854e+09,4.92266e+08,18.1368,4.64811,-92.8059,0.0346653,-1.13487,0.552231
1.64854e+09,4.94172e+08,18.4209,4.636,-93.0503,0.0227479,-1.14035,0.543661
1.64854e+09,4.96183e+08,18.7734,4.91648,-93.28,0.018162,-1.159,0.542382
1.64854e+09,4.98139e+08,18.4608,5.05967,-93.6446,0.00969709,-1.14956,0.550903
1.64854e+09,5.00171e+08,18.555,5.19185,-94.0568,0.00293047,-1.15612,0.561133
1.64854e+09,5.02263e+08,18.8936,5.08961,-94.0267,-0.0109987,-1.17007,0.554618
1.64854e+09,5.04234e+08,18.5174,5.41098,-94.5258,-0.0149782,-1.16204,0.56943
1.64854e+09,5.06361e+08,18.6436,5.55218,-94.5563,-0.0218199,-1.1672,0.563921
1.64854e+09,5.08202e+08,18.4853,5.8541,-94.4966,-0.0183588,-1.16334,0.567243
1.64854e+09,5.10239e+08,18.6668,5.97427,-94.629,-0.0236766,-1.16819,0.567817
1.64854e+09,5.12356e+08,18.747,5.82445,-94.6633,-0.0340839,-1.17473,0.570816
1.64854e+09,5.14202e+08,18.8063,5.8289,-94.8393,-0.0391372,-1.17288,0.57848
1.64854e+09,5.16137e+08,18.6996,6.28972,-94.8849,-0.0325136,-1.16855,0.572733
1.64854e+09,5.18398e+08,18.8437,6.10483,-95.2752,-0.0432385,-1.17041,0.576605
1.64854e+09,5.20221e+08,18.8509,6.2169,-95.3836,-0.047811,-1.17209,0.573003
1.64854e+09,5.22275e+08,19.0389,6.05844,-95.5256,-0.058092,-1.17598,0.572223
1.64854e+09,5.24318e+08,19.1973,6.09865,-95.6894,-0.0626519,-1.179,0.576808
1.64854e+09,5.26216e+08,19.3635,5.99867,-95.7772,-0.0694321,-1.1843,0.567101
1.64854e+09,5.28246e+08,19.1461,6.07305,-96.135,-0.0741857,-1.18082,0.58052
1.64854e+09,5.30339e+08,19.3716,6.16402,-96.2752,-0.0761647,-1.18287,0.574363
